X,Y,OffenceNum,CaseDate,CaseType,CaseStatus,LienStatus,ParcelNo,CouncilDistrict,City,STATE,Zip,ComplaintRem,OBJECTID,ParcelNo_X,ParcelNo_Y,Address1,Year,Month,GlobalID,created_user,created_date,last_edited_user,last_edited_date
506196.786551088,678466.912819676,C00139898,2022/08/18,NUISANCE,CLOSED,NA,11 06 13 3 013 019.000,DISTRICT 7,MONTGOMERY,AL,36108,TRASH ON FRONT PORCH,91,3.22194444,11.10361111,927 ADELINE ST,2022,8,{54922DAF-99B9-406F-B4EE-6B904843F100},,,HNAM,2025/03/19 20:12:07+00
507288.153790921,677422.513661757,C00126784,2021/10/14,NUISANCE,CLOSED,NA,11 06 13 4 014 032.000,DISTRICT 7,MONTGOMERY,AL,36104,,92,4.24222222,11.10361111,1233 AARON ST,2021,10,{CC3AD19B-BDED-4550-A808-6B4C5EA0215B},,,HNAM,2025/03/19 20:12:07+00
507288.153790921,677422.513661757,C00169461,2024/08/13,NUISANCE,CLOSED,NA,11 06 13 4 014 032.000,DISTRICT 7,MONTGOMERY,AL,36104,,93,4.24222222,11.10361111,1233 AARON ST,2024,8,{1877C752-A235-4EC0-857B-2AC34EC4C5F6},,,HNAM,2025/03/19 20:12:07+00
507288.795850005,677385.729614593,C00169460,2024/08/13,NUISANCE,CLOSED,NA,11 06 13 4 014 033.000,DISTRICT 7,MONTGOMERY,AL,36104,,94,4.2425,11.10361111,1239 AARON ST,2024,8,{D21DFE00-2395-4EB5-BA9E-7542C3B06D5A},,,HNAM,2025/03/19 20:12:07+00
507288.795850005,677385.729614593,C00126783,2021/10/14,NUISANCE,CLOSED,Lien Released,11 06 13 4 014 033.000,DISTRICT 7,MONTGOMERY,AL,36104,,95,4.2425,11.10361111,1239 AARON ST,2021,10,{E1568FAA-2B60-49C6-A0FB-6B05B195B42B},,,HNAM,2025/03/19 20:12:07+00
523268.378392085,658505.580367096,C00114136,2021/03/09,NUISANCE,CLOSED,NA,15 02 04 1 008 023.000,DISTRICT 6,MONTGOMERY,AL,36116,ALL VEHICLES MUST HAVE PUMPED UP TIRES A CURRENT TAG AND BE IN GOOD WORKING CONDITION.,96,1.13972222,15.03444444,266 ADLER DR,2021,3,{00C34A14-5BC0-4E53-9760-9DC257357512},,,HNAM,2025/03/19 20:12:07+00
507288.795850005,677385.729614593,C00129396,2022/02/18,DEMOLITION,OPEN,Lien Filed,11 06 13 4 014 033.000,DISTRICT 7,MONTGOMERY,AL,36104,,97,4.2425,11.10361111,1239 AARON ST,2022,2,{E057616B-ACBF-47FF-87AE-50852AAE56B1},,,HNAM,2025/03/19 20:12:07+00
514298.731633253,682669.66261626,C00149948,2023/06/05,NUISANCE,CLOSED,NA,10 03 07 4 019 016.000,DISTRICT 3,MONTGOMERY,AL,36104,,98,4.32111111,10.05194444,1109 ADAMS AVE,2023,6,{B6C7ECB3-3D2A-496B-83A6-80AF721A211C},,,HNAM,2025/03/19 20:12:07+00
505965.304402504,678980.568616509,C00115040,2021/03/26,NUISANCE,CLOSED,NA,11 06 13 3 002 018.000,DISTRICT 7,MONTGOMERY,AL,36108,,99,3.03833333,11.10361111,816 ADELINE ST,2021,3,{7D8C734B-B546-4653-ACFC-ED8C99D7A633},,,HNAM,2025/03/19 20:12:07+00
506152.123254586,678702.96221634,C00141201,2022/09/09,NUISANCE,CLOSED,NA,11 06 13 3 013 013.000,DISTRICT 7,MONTGOMERY,AL,36108,,100,3.22027778,11.10361111,901 ADELINE ST,2022,9,{D7C1B7ED-4C16-488B-B642-16C3916451D2},,,HNAM,2025/03/19 20:12:07+00
506152.123254586,678702.96221634,C00166831,2024/07/02,NUISANCE,CLOSED,NA,11 06 13 3 013 013.000,DISTRICT 7,MONTGOMERY,AL,36108,,101,3.22027778,11.10361111,901 ADELINE ST,2024,7,{C37351B7-166F-4DB8-9677-33A5297173ED},,,HNAM,2025/03/19 20:12:07+00
505979.97038367,678106.424695507,C00139902,2022/08/18,NUISANCE,OPEN,NA,11 06 13 3 023 021.000,DISTRICT 7,MONTGOMERY,AL,36108,,102,3.38916667,11.10361111,1018 ADELINE ST,2022,8,{1F837ACF-E276-41FA-81A7-BF07A05DF77C},,,HNAM,2025/03/19 20:12:07+00
506202.415148754,678152.826505594,C00133405,2022/05/05,NUISANCE,CLOSED,NA,11 06 13 3 012 006.000,DISTRICT 7,MONTGOMERY,AL,36108,,103,3.20166667,11.10361111,1013 ADELINE ST,2022,5,{9EAAA83B-330F-4B7D-8BCE-0C591AFA5E1A},,,HNAM,2025/03/19 20:12:07+00
505979.97038367,678106.424695507,C00137409,2022/07/13,OPEN VACANT,CLOSED,NA,11 06 13 3 023 021.000,DISTRICT 7,MONTGOMERY,AL,36108,,104,3.38916667,11.10361111,1018 ADELINE ST,2022,7,{51C2D339-5547-4B37-BE04-E95561EFE124},,,HNAM,2025/03/19 20:12:07+00
505979.97038367,678106.424695507,C00136504,2022/06/24,NUISANCE,CLOSED,NA,11 06 13 3 023 021.000,DISTRICT 7,MONTGOMERY,AL,36108,,105,3.38916667,11.10361111,1018 ADELINE ST,2022,6,{647B95CC-8795-4134-8AB3-C49BD0CFBB5E},,,HNAM,2025/03/19 20:12:07+00
505979.97038367,678106.424695507,C00116084,2021/04/09,NUISANCE,CLOSED,Lien Released,11 06 13 3 023 021.000,DISTRICT 7,MONTGOMERY,AL,36108,,106,3.38916667,11.10361111,1018 ADELINE ST,2021,4,{4DF34E6D-4378-448A-8856-D0BAB5AD820E},,,HNAM,2025/03/19 20:12:07+00
505979.97038367,678106.424695507,C00115411,2021/04/01,NUISANCE,CLOSED,NA,11 06 13 3 023 021.000,DISTRICT 7,MONTGOMERY,AL,36108,,107,3.38916667,11.10361111,1018 ADELINE ST,2021,4,{5F872E0B-6ED3-4100-BC85-3F82A101860C},,,HNAM,2025/03/19 20:12:07+00
505979.97038367,678106.424695507,C00120516,2021/06/17,NUISANCE,CLOSED,NA,11 06 13 3 023 021.000,DISTRICT 7,MONTGOMERY,AL,36108,,108,3.38916667,11.10361111,1018 ADELINE ST,2021,6,{3A8E7A41-20BB-4A0F-A6F0-4F40070EC68C},,,HNAM,2025/03/19 20:12:07+00
505979.97038367,678106.424695507,C00130072,2022/03/14,NUISANCE,CLOSED,Lien Released,11 06 13 3 023 021.000,DISTRICT 7,MONTGOMERY,AL,36108,,109,3.38916667,11.10361111,1018 ADELINE ST,2022,3,{19863993-AC48-4E59-9FFC-6C21AD8E46B8},,,HNAM,2025/03/19 20:12:07+00
505979.97038367,678106.424695507,C00150862,2023/06/16,NUISANCE,CLOSED,NA,11 06 13 3 023 021.000,DISTRICT 7,MONTGOMERY,AL,36108,,110,3.38916667,11.10361111,1018 ADELINE ST,2023,6,{59BDE534-6675-4B7D-B694-0C367F7D46AC},,,HNAM,2025/03/19 20:12:07+00
505979.97038367,678106.424695507,C00168505,2024/07/29,REPAIR,OPEN,NA,11 06 13 3 023 021.000,DISTRICT 7,MONTGOMERY,AL,36108,,111,3.38916667,11.10361111,1018 ADELINE ST,2024,7,{2314408E-FB7D-4C5F-9B63-E4CBF1CE0BEA},,,HNAM,2025/03/19 20:12:07+00
505979.97038367,678106.424695507,C00168506,2024/07/29,NUISANCE,CLOSED,NA,11 06 13 3 023 021.000,DISTRICT 7,MONTGOMERY,AL,36108,,112,3.38916667,11.10361111,1018 ADELINE ST,2024,7,{5ACBF292-9D28-4969-97D4-24D5184B40E5},,,HNAM,2025/03/19 20:12:07+00
507286.870328922,677496.072241679,C00169463,2024/08/13,NUISANCE,CLOSED,NA,11 06 13 4 014 030.000,DISTRICT 7,MONTGOMERY,AL,36104,,113,4.24166667,11.10361111,1221 AARON ST,2024,8,{73423408-034B-4628-96A4-BD3347FBAC3F},,,HNAM,2025/03/19 20:12:07+00
507286.870328922,677496.072241679,C00129335,2022/02/17,DEMOLITION,OPEN,Lien Filed,11 06 13 4 014 030.000,DISTRICT 7,MONTGOMERY,AL,36104,,114,4.24166667,11.10361111,1221 AARON ST,2022,2,{240F14CD-330B-4AB1-88B1-679C133FF0E2},,,HNAM,2025/03/19 20:12:07+00
507286.870328922,677496.072241679,C00126786,2021/10/14,NUISANCE,CLOSED,NA,11 06 13 4 014 030.000,DISTRICT 7,MONTGOMERY,AL,36104,,115,4.24166667,11.10361111,1221 AARON ST,2021,10,{5ECB704F-E90A-4F77-80E3-085DB1F373DD},,,HNAM,2025/03/19 20:12:07+00
507289.437909085,677348.945567429,C00126782,2021/10/14,NUISANCE,CLOSED,NA,11 06 13 4 014 034.000,DISTRICT 7,MONTGOMERY,AL,36104,,116,4.24277778,11.10361111,1247 AARON ST,2021,10,{D0A44E53-4052-4D34-8F40-EA13656C9895},,,HNAM,2025/03/19 20:12:07+00
507289.437909085,677348.945567429,C00169459,2024/08/13,NUISANCE,CLOSED,NA,11 06 13 4 014 034.000,DISTRICT 7,MONTGOMERY,AL,36104,,117,4.24277778,11.10361111,1247 AARON ST,2024,8,{AD0A4A9F-05DD-4B67-873E-B3EC35B899D1},,,HNAM,2025/03/19 20:12:07+00
514432.109647337,682407.423639424,C00160469,2024/03/11,NUISANCE,CLOSED,NA,10 03 07 4 033 004.000,DISTRICT 3,MONTGOMERY,AL,36104,,118,4.55111111,10.05194444,1120 ADAMS AVE,2024,3,{850DB6AC-FC57-4A41-A674-AAE8A455B496},,,HNAM,2025/03/19 20:12:07+00
543790.938724838,691198.101596095,C00124686,2021/08/25,NUISANCE,OPEN,NA,09 03 06 2 009 003.000,DISTRICT 2,MONTGOMERY,AL,36117,,119,2.15083333,9.05166667,5816 ACACIA CT,2021,8,{D94CD038-71BA-4D2E-BD35-5B71A073ABC9},,,HNAM,2025/03/19 20:12:07+00
514432.109647337,682407.423639424,C00160471,2024/03/11,NUISANCE,CLOSED,NA,10 03 07 4 033 004.000,DISTRICT 3,MONTGOMERY,AL,36104,,120,4.55111111,10.05194444,1120 ADAMS AVE,2024,3,{DA3B0DDF-C97E-4BEC-B84B-6E8A7F051A2B},,,HNAM,2025/03/19 20:12:07+00
506152.600287754,678662.03874176,C00115641,2021/04/06,NUISANCE,CLOSED,Lien Released,11 06 13 3 013 014.000,DISTRICT 7,MONTGOMERY,AL,36108,,121,3.22055556,11.10361111,905 ADELINE ST,2021,4,{ECB2FACB-25C1-472C-B7ED-3E32D7ACF677},,,HNAM,2025/03/19 20:12:07+00
506152.600287754,678662.03874176,C00139899,2022/08/18,NUISANCE,CLOSED,NA,11 06 13 3 013 014.000,DISTRICT 7,MONTGOMERY,AL,36108,,122,3.22055556,11.10361111,905 ADELINE ST,2022,8,{3738C350-7A5C-4E25-B803-65FFC5584B35},,,HNAM,2025/03/19 20:12:07+00
506202.934176587,678072.82732176,C00139892,2022/08/18,NUISANCE,CLOSED,NA,11 06 13 3 012 008.000,DISTRICT 7,MONTGOMERY,AL,36108,,123,3.20222222,11.10361111,1021 ADELINE ST,2022,8,{BCB35677-9AE5-487A-860B-9D0C32668D74},,,HNAM,2025/03/19 20:12:07+00
506202.934176587,678072.82732176,C00133403,2022/05/05,NUISANCE,CLOSED,NA,11 06 13 3 012 008.000,DISTRICT 7,MONTGOMERY,AL,36108,,124,3.20222222,11.10361111,1021 ADELINE ST,2022,5,{19B4084B-007E-4F60-8AE1-6398FC1F56BE},,,HNAM,2025/03/19 20:12:07+00
506202.934176587,678072.82732176,C00151803,2023/07/10,NUISANCE,CLOSED,NA,11 06 13 3 012 008.000,DISTRICT 7,MONTGOMERY,AL,36108,,125,3.20222222,11.10361111,1021 ADELINE ST,2023,7,{C39F8F1D-70CE-472E-B42E-2DCEA6089819},,,HNAM,2025/03/19 20:12:07+00
506202.934176587,678072.82732176,C00151804,2023/07/10,NUISANCE,CLOSED,NA,11 06 13 3 012 008.000,DISTRICT 7,MONTGOMERY,AL,36108,,126,3.20222222,11.10361111,1021 ADELINE ST,2023,7,{02A9EF8F-38E5-4B77-A297-35C5AFC78FD0},,,HNAM,2025/03/19 20:12:07+00
506202.934176587,678072.82732176,C00153993,2023/07/31,NUISANCE,CLOSED,NA,11 06 13 3 012 008.000,DISTRICT 7,MONTGOMERY,AL,36108,,127,3.20222222,11.10361111,1021 ADELINE ST,2023,7,{57A529DE-F45D-4548-9E87-9A08FCA977DD},,,HNAM,2025/03/19 20:12:07+00
505980.983505003,678026.431089096,C00139893,2022/08/18,NUISANCE,CLOSED,NA,11 06 13 3 023 019.000,DISTRICT 7,MONTGOMERY,AL,36108,,128,3.38861111,11.10361111,1026 ADELINE ST,2022,8,{C4A23541-F620-4E65-B258-0BF8AB1811BC},,,HNAM,2025/03/19 20:12:07+00
505980.983505003,678026.431089096,C00137519,2022/07/14,NUISANCE,CLOSED,NA,11 06 13 3 023 019.000,DISTRICT 7,MONTGOMERY,AL,36108,,129,3.38861111,11.10361111,1026 ADELINE ST,2022,7,{7E1E93C2-CD0E-4654-9F06-99E7C1D51120},,,HNAM,2025/03/19 20:12:07+00
505980.983505003,678026.431089096,C00115439,2021/04/01,NUISANCE,OPEN,NA,11 06 13 3 023 019.000,DISTRICT 7,MONTGOMERY,AL,36108,,130,3.38861111,11.10361111,1026 ADELINE ST,2021,4,{C34053BE-7968-4F40-99D5-DBF3F1BADFBA},,,HNAM,2025/03/19 20:12:07+00
505980.983505003,678026.431089096,C00120515,2021/06/17,NUISANCE,CLOSED,NA,11 06 13 3 023 019.000,DISTRICT 7,MONTGOMERY,AL,36108,,131,3.38861111,11.10361111,1026 ADELINE ST,2021,6,{8E7EC595-117A-439D-8959-BE925F573492},,,HNAM,2025/03/19 20:12:07+00
523455.278280754,658191.08919818,C00134509,2022/05/23,NUISANCE,CLOSED,NA,15 02 04 1 011 006.000,DISTRICT 6,MONTGOMERY,AL,36116,,132,1.185,15.03444444,289 ADLER DR,2022,5,{EE5D8711-30E5-4EA1-BCDA-39CB2798DF00},,,HNAM,2025/03/19 20:12:07+00
507386.379644338,676003.276670843,C00124771,2021/08/26,NUISANCE,CLOSED,NA,11 06 24 1 008 001.000,DISTRICT 7,MONTGOMERY,AL,36104,,133,1.13361111,11.10666667,1601 AARON ST,2021,8,{62FBE9C5-FC2B-406E-AF48-B0FF26AA87FE},,,HNAM,2025/03/19 20:12:07+00
507287.51205992,677459.298037007,C00169462,2024/08/13,NUISANCE,CLOSED,NA,11 06 13 4 014 031.000,DISTRICT 7,MONTGOMERY,AL,36104,,134,4.24194444,11.10361111,1227 AARON ST,2024,8,{E88408FE-92FB-4FB5-8130-9B8CBB649B25},,,HNAM,2025/03/19 20:12:07+00
507386.379644338,676003.276670843,C00162340,2024/04/10,NUISANCE,OPEN,NA,11 06 24 1 008 001.000,DISTRICT 7,MONTGOMERY,AL,36104,,135,1.13361111,11.10666667,1601 AARON ST,2024,4,{5406A71C-20F1-48AD-AAAC-971F0B78EB94},,,HNAM,2025/03/19 20:12:07+00
507287.51205992,677459.298037007,C00126785,2021/10/14,NUISANCE,OPEN,Lien Filed,11 06 13 4 014 031.000,DISTRICT 7,MONTGOMERY,AL,36104,,136,4.24194444,11.10361111,1227 AARON ST,2021,10,{C4B41CF2-8701-4B4E-9A82-00BAEA667C51},,,HNAM,2025/03/19 20:12:07+00
507287.51205992,677459.298037007,C00143796,2022/12/21,NUISANCE,OPEN,Lien Filed,11 06 13 4 014 031.000,DISTRICT 7,MONTGOMERY,AL,36104,,137,4.24194444,11.10361111,1227 AARON ST,2022,12,{48045BD2-15E5-418F-BEA4-B111F2122366},,,HNAM,2025/03/19 20:12:07+00
484443.748036254,658403.358130589,C00157857,2023/10/11,NUISANCE,CLOSED,NA,14 03 05 2 004 004.000,DISTRICT 4,MONTGOMERY,AL,36108,,138,2.06777778,14.05138889,4700 ACCESS BLVD *,2023,10,{CA88EE23-0C48-427D-882E-081ADFA1E112},,,HNAM,2025/03/19 20:12:07+00
507390.393087752,676369.847460009,C00145150,2023/03/14,NUISANCE,CLOSED,Lien Released,11 06 24 1 005 001.000,DISTRICT 7,MONTGOMERY,AL,36104,,139,1.08361111,11.10666667,1505 AARON ST,2023,3,{2CBDD7E9-BCEA-4F7C-BE4B-06989BA6AB0C},,,HNAM,2025/03/19 20:12:07+00
507390.393087752,676369.847460009,C00127612,2021/11/17,NUISANCE,CLOSED,NA,11 06 24 1 005 001.000,DISTRICT 7,MONTGOMERY,AL,36104,,140,1.08361111,11.10666667,1505 AARON ST,2021,11,{176D38D5-FDE5-4A4D-9EFC-C2C8644A97A1},,,HNAM,2025/03/19 20:12:07+00
507140.056646172,676290.62517751,C00127614,2021/11/17,NUISANCE,CLOSED,NA,11 06 24 1 006 011.000,DISTRICT 7,MONTGOMERY,AL,36108,,141,1.10305556,11.10666667,1514 AARON ST,2021,11,{96242AC9-82B2-4D55-9359-2A754B5FE19A},,,HNAM,2025/03/19 20:12:07+00
507140.056646172,676290.62517751,C00124775,2021/08/26,NUISANCE,CLOSED,NA,11 06 24 1 006 011.000,DISTRICT 7,MONTGOMERY,AL,36108,,142,1.10305556,11.10666667,1514 AARON ST,2021,8,{359B2B26-0B4B-4802-AF13-9AAA366E0A4E},,,HNAM,2025/03/19 20:12:07+00
507140.056646172,676290.62517751,C00115775,2021/04/07,NUISANCE,CLOSED,NA,11 06 24 1 006 011.000,DISTRICT 7,MONTGOMERY,AL,36108,,143,1.10305556,11.10666667,1514 AARON ST,2021,4,{69815140-5591-4CEA-ACD9-DA4B58B2C4C2},,,HNAM,2025/03/19 20:12:07+00
507140.056646172,676290.62517751,C00172735,2024/12/31,NUISANCE,CLOSED,NA,11 06 24 1 006 011.000,DISTRICT 7,MONTGOMERY,AL,36108,,144,1.10305556,11.10666667,1514 AARON ST,2024,12,{D76F600E-B9BB-4478-B168-DF895D8C8972},,,HNAM,2025/03/19 20:12:07+00
514188.410659671,682676.560240261,C00158376,2023/11/03,NUISANCE,OPEN,NA,10 03 07 4 019 015.000,DISTRICT 3,MONTGOMERY,AL,36104,,145,4.32083333,10.05194444,1065 ADAMS AVE,2023,11,{B08C7343-762A-49C9-BD3D-92E5BCC90C89},,,HNAM,2025/03/19 20:12:07+00
514188.410659671,682676.560240261,C00153633,2023/07/26,NUISANCE,OPEN,NA,10 03 07 4 019 015.000,DISTRICT 3,MONTGOMERY,AL,36104,,146,4.32083333,10.05194444,1065 ADAMS AVE,2023,7,{D9A0E371-1FA7-4AC4-BC17-888FFCAC2E50},,,HNAM,2025/03/19 20:12:07+00
514188.410659671,682676.560240261,C00150249,2023/06/07,NUISANCE,CLOSED,NA,10 03 07 4 019 015.000,DISTRICT 3,MONTGOMERY,AL,36104,,147,4.32083333,10.05194444,1065 ADAMS AVE,2023,6,{68D1299B-EA33-4E20-BE63-C8DDEE259BEE},,,HNAM,2025/03/19 20:12:07+00
514188.410659671,682676.560240261,C00167233,2024/07/10,NUISANCE,CLOSED,NA,10 03 07 4 019 015.000,DISTRICT 3,MONTGOMERY,AL,36104,,148,4.32083333,10.05194444,1065 ADAMS AVE,2024,7,{46A9E34F-1741-41AE-9FDD-AC140AE31282},,,HNAM,2025/03/19 20:12:07+00
514188.410659671,682676.560240261,C00132604,2022/04/27,NUISANCE,OPEN,NA,10 03 07 4 019 015.000,DISTRICT 3,MONTGOMERY,AL,36104,THE FENCE LINE IS OVERGROWN AND HAS TO BE CUT AND MAINTAINED.,149,4.32083333,10.05194444,1065 ADAMS AVE,2022,4,{CB5FFC62-5112-4B88-BCC4-AB775A6651C3},,,HNAM,2025/03/19 20:12:07+00
506195.913521338,678544.908070512,C00139901,2022/08/18,NUISANCE,OPEN,NA,11 06 13 3 013 017.000,DISTRICT 7,MONTGOMERY,AL,36108,1CAR PARKED IN THE BACK YARD.1 VEHICLE PARKED IN THE FRONT YARD .2 DISABLE PARKED ON THE STREET IN THE FRONT OF THE HOUSE.,150,3.22138889,11.10361111,919 ADELINE ST,2022,8,{E21D5009-BE52-4C0B-B9E6-F02C58F902B6},,,HNAM,2025/03/19 20:12:07+00
506195.913521338,678544.908070512,C00128623,2022/01/14,NUISANCE,OPEN,NA,11 06 13 3 013 017.000,DISTRICT 7,MONTGOMERY,AL,36108,"GREY BMW 4DR SEDAN , WHITE CHEVY IMPALA",151,3.22138889,11.10361111,919 ADELINE ST,2022,1,{8CD7238C-2511-447F-BB3D-E2358BC9122D},,,HNAM,2025/03/19 20:12:07+00
523541.234473672,658694.288651094,C00142938,2022/10/25,NUISANCE,CLOSED,NA,15 02 04 1 008 027.000,DISTRICT 6,MONTGOMERY,AL,36116,BROWN CAR AND A WRECKED BLACK CAR-BOTH ARE IN THE DRIVEWAY,152,1.14083333,15.03444444,242 ADLER DR,2022,10,{E14B083D-946E-42F3-A8DE-A65A56F32208},,,HNAM,2025/03/19 20:12:07+00
523541.234473672,658694.288651094,C00143918,2023/01/06,NUISANCE,CLOSED,Lien Released,15 02 04 1 008 027.000,DISTRICT 6,MONTGOMERY,AL,36116,WRECKED BLACK CAR IN THE DRIVEWAY,153,1.14083333,15.03444444,242 ADLER DR,2023,1,{2307C6EF-AF70-4358-BCC1-359AFA2F7936},,,HNAM,2025/03/19 20:12:07+00
497281.431678422,678165.180155426,C00170710,2024/09/19,NUISANCE,CLOSED,NA,11 05 15 4 005 002.000,DISTRICT 4,MONTGOMERY,AL,36108,,154,4.08388889,11.0875,531 AIR BASE BLVD,2024,9,{DA434991-84D2-4753-B314-953BA0BD8098},,,HNAM,2025/03/19 20:12:07+00
496845.168443337,678051.653479591,C00169689,2024/08/15,NUISANCE,CLOSED,NA,11 05 15 4 004 002.000,DISTRICT 4,MONTGOMERY,AL,36108,,155,4.06722222,11.0875,520 AIR BASE BLVD,2024,8,{4767FC4D-E22D-405D-9F5F-4E4AECFFC6F9},,,HNAM,2025/03/19 20:12:07+00
497281.431678422,678165.180155426,C00170920,2024/09/25,NUISANCE,CLOSED,NA,11 05 15 4 005 002.000,DISTRICT 4,MONTGOMERY,AL,36108,,156,4.08388889,11.0875,531 AIR BASE BLVD,2024,9,{A0E31485-39E0-4A20-A816-9352F3D0A330},,,HNAM,2025/03/19 20:12:07+00
506180.896491002,678232.59865576,C00160414,2024/03/07,NUISANCE,OPEN,NA,11 06 13 3 012 004.000,DISTRICT 7,MONTGOMERY,AL,36108,,157,3.20111111,11.10361111,1005 ADELINE ST,2024,3,{BC780E8B-CFBA-4A33-83CE-614991A9DEDF},,,HNAM,2025/03/19 20:12:07+00
506180.896491002,678232.59865576,C00164564,2024/05/21,NUISANCE,OPEN,NA,11 06 13 3 012 004.000,DISTRICT 7,MONTGOMERY,AL,36108,,158,3.20111111,11.10361111,1005 ADELINE ST,2024,5,{811162FA-5712-44BE-BAFB-65EE276898F0},,,HNAM,2025/03/19 20:12:07+00
506180.896491002,678232.59865576,C00151809,2023/07/10,NUISANCE,CLOSED,NA,11 06 13 3 012 004.000,DISTRICT 7,MONTGOMERY,AL,36108,,159,3.20111111,11.10361111,1005 ADELINE ST,2023,7,{39D1703F-E6D4-4806-9BC0-0EB8EBB33510},,,HNAM,2025/03/19 20:12:07+00
515515.488386087,667322.817653842,C00159747,2024/01/30,NUISANCE,CLOSED,NA,10 09 29 3 011 012.000,DISTRICT 7,MONTGOMERY,AL,36111,,160,3.18666667,10.15805556,1340 ADRIAN LN,2024,1,{D64AED26-E97C-4C49-9220-80F18B140D5D},,,HNAM,2025/03/19 20:12:07+00
506180.896491002,678232.59865576,C00150861,2023/06/16,NUISANCE,CLOSED,Lien Released,11 06 13 3 012 004.000,DISTRICT 7,MONTGOMERY,AL,36108,,161,3.20111111,11.10361111,1005 ADELINE ST,2023,6,{8C40D0B2-8622-4032-839C-7BA7A0B1EA94},,,HNAM,2025/03/19 20:12:07+00
506180.896491002,678232.59865576,C00153990,2023/07/31,NUISANCE,CLOSED,NA,11 06 13 3 012 004.000,DISTRICT 7,MONTGOMERY,AL,36108,,162,3.20111111,11.10361111,1005 ADELINE ST,2023,7,{8E531D87-A5DD-4656-AF44-9B396936F229},,,HNAM,2025/03/19 20:12:07+00
506180.896491002,678232.59865576,C00156778,2023/09/15,NUISANCE,OPEN,NA,11 06 13 3 012 004.000,DISTRICT 7,MONTGOMERY,AL,36108,,163,3.20111111,11.10361111,1005 ADELINE ST,2023,9,{BB4DD0FE-50DF-4C93-8939-C8FA9B55E961},,,HNAM,2025/03/19 20:12:07+00
506180.896491002,678232.59865576,C00139896,2022/08/18,NUISANCE,CLOSED,NA,11 06 13 3 012 004.000,DISTRICT 7,MONTGOMERY,AL,36108,,164,3.20111111,11.10361111,1005 ADELINE ST,2022,8,{2EA2F5EB-79D3-48D8-81EF-D9499946CF98},,,HNAM,2025/03/19 20:12:07+00
506180.896491002,678232.59865576,C00139897,2022/08/18,DEMOLITION,CLOSED,NA,11 06 13 3 012 004.000,DISTRICT 7,MONTGOMERY,AL,36108,,165,3.20111111,11.10361111,1005 ADELINE ST,2022,8,{A1B24210-9986-49AD-8FE5-4785E4B45FA8},,,HNAM,2025/03/19 20:12:07+00
506180.896491002,678232.59865576,C00136503,2022/06/24,NUISANCE,OPEN,NA,11 06 13 3 012 004.000,DISTRICT 7,MONTGOMERY,AL,36108,,166,3.20111111,11.10361111,1005 ADELINE ST,2022,6,{CD4FF8A8-2225-4DB0-B7B5-1C557E97AE67},,,HNAM,2025/03/19 20:12:07+00
506180.896491002,678232.59865576,C00133407,2022/05/05,NUISANCE,CLOSED,NA,11 06 13 3 012 004.000,DISTRICT 7,MONTGOMERY,AL,36108,,167,3.20111111,11.10361111,1005 ADELINE ST,2022,5,{98574630-18D6-49EE-B478-FA3D34278D71},,,HNAM,2025/03/19 20:12:07+00
506180.896491002,678232.59865576,C00125231,2021/09/08,NUISANCE,CLOSED,Lien Released,11 06 13 3 012 004.000,DISTRICT 7,MONTGOMERY,AL,36108,,168,3.20111111,11.10361111,1005 ADELINE ST,2021,9,{C4E19AAC-EE60-40E4-95F8-A487BAA7AF5F},,,HNAM,2025/03/19 20:12:07+00
524436.99350892,656700.651890345,C00141953,2022/09/26,NUISANCE,CLOSED,NA,15 02 04 4 008 020.000,DISTRICT 6,MONTGOMERY,AL,36116,,169,4.13888889,15.03444444,448 ADLER DR,2022,9,{34B0E46E-1161-468B-A4CF-F5CFC7B82A7D},,,HNAM,2025/03/19 20:12:07+00
524436.99350892,656700.651890345,C00156616,2023/09/13,NUISANCE,CLOSED,NA,15 02 04 4 008 020.000,DISTRICT 6,MONTGOMERY,AL,36116,,170,4.13888889,15.03444444,448 ADLER DR,2023,9,{0F0E7D63-70BE-4ACC-9EA6-2BD297890FD5},,,HNAM,2025/03/19 20:12:07+00
515465.494391587,667322.011225007,C00151349,2023/06/29,NUISANCE,CLOSED,NA,10 09 29 3 011 013.000,DISTRICT 7,MONTGOMERY,AL,36111,,171,3.18694444,10.15805556,1336 ADRIAN LN,2023,6,{F4E4A9A2-D3A7-4E1F-B727-2234386A372A},,,HNAM,2025/03/19 20:12:07+00
515465.494391587,667322.011225007,C00160877,2024/03/19,NUISANCE,CLOSED,NA,10 09 29 3 011 013.000,DISTRICT 7,MONTGOMERY,AL,36111,,172,3.18694444,10.15805556,1336 ADRIAN LN,2024,3,{375BF02B-1978-4CCB-B75C-B6C5337900FD},,,HNAM,2025/03/19 20:12:07+00
505594.147992589,672079.04993926,C00127380,2021/11/08,NUISANCE,CLOSED,Lien Released,11 06 24 3 015 020.000,DISTRICT 4,MONTGOMERY,AL,36105,,173,3.25555556,11.10666667,3221 AGATE ST,2021,11,{A30FD88E-C9EF-45CD-A8CB-81C1915A6971},,,HNAM,2025/03/19 20:12:07+00
