OBJECTID,OffenseNo,Location,Remark,ParcelNo,Type,Date,District,GlobalID,created_user,created_date,last_edited_user,last_edited_date,HearingDate
96,C00172567,857 OAK ST,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 13 2 024 008.000,NUISANCE,1738627200000,4,{2C2064FA-EFE8-47CB-854E-3EE1A8FC2537},,,HNAM,1769178803000,2025/02/04
97,C00172754,3330 TEXAS ST,"Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Tree Violation, WeedsRemove Pile Tree Debris From Rear Property",04 09 32 4 003 009.000,NUISANCE,1738627200000,3,{50E88DDE-88CD-4E64-B7CD-C0CAA6DA2452},,,HNAM,1769178803000,2025/02/04
98,C00172906,562 GARDENDALE DR,"Auto Parts, Junk Vehicles, TiresAll Inoperable Vehicles On Property With Flat Tires, Expired Or No Tags, Incomplete, Or Inoperable Are In Violation Of The City Of Montgomery'S Municipal Code.",04 08 33 2 000 043.000,NUISANCE,1738627200000,3,{3B9280CB-C304-403A-9755-317572B0FB77},,,HNAM,1769178803000,2025/02/04
99,C00172910,1611 COLISEUM BLVD,"Auto Parts, Junk VehiclesRemove The Following (4) Junk Vehicles From Property: Silver Hyundai Genesis; White Ford 500, Silver Chrysler 200, And Gold Dodge Caravan",04 08 33 2 000 100.000,NUISANCE,1738627200000,3,{D8796227-9805-4405-9DCC-EF62497EE2A9},,,HNAM,1769178803000,2025/02/04
100,C00172913,1750 N DECATUR ST,"Debris, Junk Vehicles, Litter, Junk, TrashRemove All Scattered Debris From Property And Inoperable Sedan",10 03 06 1 003 005.000,NUISANCE,1738627200000,3,{7CE10C82-530C-41CF-95DE-6E198D4204D9},,,HNAM,1769178803000,2025/02/04
101,C00172929,3325 PATRICK RD,"Auto Parts, Debris, Litter, Junk, TrashParcel Needs To Be Cleaned And Organized With Vehicles.  All Auto Parts And Engines Laying Around Must Be Removed",11 05 21 3 003 001.000,NUISANCE,1738627200000,4,{514312D9-F875-4DC9-A650-C6347073D643},,,HNAM,1769178803000,2025/02/04
102,C00172931,1209 RYAN ST,"Litter, Junk, Trash, Overgrown Grass, Weeds",10 04 17 1 053 010.000,NUISANCE,1738627200000,3,{DA6BA049-366B-456E-8877-D9FA4B8B0E8A},,,HNAM,1769178803000,2025/02/04
103,C00172930,1904 JOHNSON ST (HIGHLAND GARDENS),"Debris, Litter, Junk, TrashRemove All Scattered Debris All Over Property Including Front And Rear Porch",10 03 05 1 004 014.000,NUISANCE,1738627200000,3,{B0B62957-247A-4EBF-9AB8-474079E54191},,,HNAM,1769178803000,2025/02/04
104,C00172934,3089 WEST BLVD,"Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",11 08 27 3 003 001.000,NUISANCE,1738627200000,4,{207FCC4B-E7E5-42F7-A190-EDB7D0B432AF},,,HNAM,1769178803000,2025/02/04
105,C00172941,5952 PROVOST AVE,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",15 01 02 1 004 022.012,NUISANCE,1738627200000,6,{A83BC069-194D-4976-9F02-A08E55C43C40},,,HNAM,1769178803000,2025/02/04
106,C00172943,727 CLOVER HILL DR,"Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds, Wood",11 07 25 3 011 005.000,NUISANCE,1738627200000,4,{4EC5A173-B7C4-424E-B13E-0AEFD3D5B2B6},,,HNAM,1769178803000,2025/02/04
107,C00172955,ESTATE AVE,"Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",11 08 27 3 003 002.000,NUISANCE,1738627200000,4,{9C839C3D-43FA-46DC-B866-0768E2E2EDE2},,,HNAM,1769178803000,2025/02/04
108,C00172956,1312 PAMPAS DR,"Tree Limbs, Tree StumpsThere Is A Pile Of Limbs At The Back Fence Of 1312 Pampas. It Has Been There For A Month Now.Please Remove Asap..",10 06 24 1 002 010.000,NUISANCE,1738627200000,9,{A4F756AD-4C9E-4306-9C58-8E945506FE7D},,,HNAM,1769178803000,2025/02/04
109,C00172986,5701 EAST SHIRLEY LN,"Debris, Furniture, Litter, Junk, TrashRemove All Trash, Furniture, Household Items, And Debris From Around The Dumpsters On The Property",09 04 18 2 000 002.026,NUISANCE,1738627200000,9,{4C21BA62-94B1-4C07-B446-1D3ACA6A7A1F},,,HNAM,1769178803000,2025/02/04
110,C00172990,,,14 02 03 4 004 013.000,NUISANCE,1738627200000,4,{6DE0025D-B681-4769-99C2-A2B76F9F6B3D},,,HNAM,1769178803000,2025/02/04
111,C00172985,455 EASTDALE RD SOUTH,"Bldg. Material, Litter, Junk, Trash, Tires, Tree Limbs, Tree ViolationRemove All Trash On Ground Beside Dumpsters; Remove Tires, Auto Parts, And Building Materials From Around Building 409 And 413; Remove Fallen Trees And Tree Limbs On The Outside Of Fenc",09 04 18 2 000 002.000,NUISANCE,1738627200000,9,{733D059B-A0EE-412D-B058-99140C64088E},,,HNAM,1769178803000,2025/02/04
112,C00173001,225 MELANIE DR,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds, WoodOvergrown Grass In Back Yard",10 01 12 4 004 002.016,NUISANCE,1738627200000,1,{98C50D56-62C6-4277-8151-468ECC3BA212},,,HNAM,1769178803000,2025/02/04
113,C00173003,720 EASTERN BLVD,"Appliances, Auto Parts, Bldg. Material, Carpet, Debris, Furniture, Junk Vehicles, Litter, Junk, Trash, Overgrown Grass, Tires, Tree Limbs, Weeds, Wood",10 06 13 1 009 017.000,NUISANCE,1738627200000,1,{7870774F-0F3E-4089-A6C1-5ACBA05DDED7},,,HNAM,1769178803000,2025/02/04
114,C00173012,613 S HOLT ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Tires, WeedsClear Out Area Beside Building Of Scattered Debris",11 06 13 2 020 011.000,NUISANCE,1738627200000,7,{F22ACA0D-8AB8-4167-A01E-1EE1ACCD1CB5},,,HNAM,1769178803000,2025/02/04
115,C00173017,1331 EASTERN BLVD,"Abandoned/Obsolete Sign, WEEDSPOLE STRUCTURE",10 06 24 2 001 002.000,SIGN,1738627200000,9,{75188B8D-EA9E-4CA0-9ABA-BF35F3C8DBB1},,,HNAM,1769178803000,2025/02/04
116,C00173031,339 GROVE PARK DR,"Carpet, Debris, Furniture, Litter, Junk, Trash, Overgrown Grass, Tires, Tree Limbs, Weeds, Wood",10 01 11 2 002 011.000,NUISANCE,1738627200000,2,{F693FA15-6D57-4618-A71F-F2F405DFB7D7},,,HNAM,1769178803000,2025/02/04
117,C00173042,3001 BILTMORE AVE,"Auto Parts, Debris, Furniture, Junk Vehicles, Litter, Junk, Trash, TiresWhite Chevy Suv, White Cadillac Escalade, Silver Nissan",10 02 04 4 004 016.000,NUISANCE,1738627200000,2,{E6608DE7-FFA6-4C76-BC61-05D10DB2E238},,,HNAM,1769178803000,2025/02/04
118,C00173041,17 SALEM DR,"Auto Parts, Debris, Junk Vehicles, Litter, Junk, Trash, Overgrown Grass, WeedsBlack Car",10 02 09 1 009 015.000,NUISANCE,1738627200000,2,{46B4DD0A-908B-48DF-A4B2-CF28A0D1200A},,,HNAM,1769178803000,2025/02/04
119,C00173050,3066 PELZER AVE,"Bldg. Material, Debris, Furniture, Junk Vehicles, Litter, Junk, Trash, Overgrown Grass, WeedsVehicle In Back Yard",10 02 04 4 014 002.000,NUISANCE,1738627200000,2,{F685CC33-9134-4887-ABDC-E864F47C0457},,,HNAM,1769178803000,2025/02/04
120,C00173052,NORMAN BRIDGE RD,"Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs",10 09 30 1 005 012.000,NUISANCE,1738627200000,7,{AA4F3362-BB3B-4F87-A783-017ABCAB7C9E},,,HNAM,1769178803000,2025/02/04
121,C00173053,427 EAST OGDEN AVE,"Debris, Litter, Junk, Trash, Overgrown Grass",10 09 30 2 001 017.000,NUISANCE,1738627200000,7,{77050C26-3816-4104-8D5F-0F66ED818384},,,HNAM,1769178803000,2025/02/04
122,C00173055,342 EAST EDGEMONT AVE,"Bldg. Material, Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs",10 09 30 2 002 004.000,NUISANCE,1738627200000,7,{DA52FD73-5FAD-4E30-ACA6-18F773B79546},,,HNAM,1769178803000,2025/02/04
123,C00173057,778 ROSA L PARKS AVE,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 13 2 022 023.000,NUISANCE,1738627200000,7,{BAE8B765-C97D-48F7-961A-B4DE88FA3B78},,,HNAM,1769178803000,2025/02/04
124,C00173056,782 ROSA L PARKS AVE,"Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Tree Violation, Weeds",11 06 13 2 022 022.000,NUISANCE,1738627200000,7,{0873309C-DD60-4156-943C-639AF44C4091},,,HNAM,1769178803000,2025/02/04
125,C00173058,707 ROSA L PARKS AVE,"Overgrown Grass, Weeds",11 06 13 1 006 024.000,NUISANCE,1738627200000,3,{CE30FD98-6836-4453-8D31-A4927104A234},,,HNAM,1769178803000,2025/02/04
126,C00173212,56 SOUTHMONT DR,"Litter, Junk, Trash, Overgrown Grass, Tree Limbs, WeedsEntire Parcel Needs To Be Cleaned And Straightened Up",11 07 25 4 012 045.000,NUISANCE,1738627200000,4,{E8A5C12A-553B-47E7-BAEB-FC7EFB338433},,,HNAM,1769178803000,2025/02/04
127,C00173235,ROSA L PARKS AVE,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 2 014 022.000,NUISANCE,1738627200000,7,{9072FDCA-F749-415F-ADAE-90579E08D307},,,HNAM,1769178803000,2025/02/04
128,C00173218,100 DUNCAN DR,"Bldg. Material, Carpet, Debris, Furniture, Litter, Junk, Trash, Tree Limbs, WoodThis Entire Parcel Must Be Cleaned And Rid Of All Debris And Junk",11 06 24 4 004 014.000,NUISANCE,1738627200000,4,{0670397D-E507-4B5B-B3FD-7869B1F1B30A},,,HNAM,1769178803000,2025/02/04
129,C00173236,,,11 06 24 1 017 038.000,NUISANCE,1738627200000,7,{4BB662A1-63DD-4AD4-BA60-18911D342F59},,,HNAM,1769178803000,2025/02/04
130,C00173237,2116 STELLA ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Tree Violation, Weeds",11 06 23 1 012 021.000,NUISANCE,1738627200000,4,{B6EC4122-1ADC-4358-9DC8-B3CF243C0FF1},,,HNAM,1769178803000,2025/02/04
131,C00173251,3401 LOWER WETUMPKA RD,Abandoned/Obsolete Sign,04 09 29 3 007 012.000,SIGN,1738627200000,3,{D8420AFC-B56B-4DBD-804C-4C30FA46D6FA},,,HNAM,1769178803000,2025/02/04
132,C00173238,2121 STELLA ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 23 1 015 003.000,NUISANCE,1738627200000,4,{E7111860-7209-427A-8F74-C9C4073CA33D},,,HNAM,1769178803000,2025/02/04
133,C00173252,2915 LOWER WETUMPKA RD,Abandoned/Obsolete Sign,04 09 32 2 006 130.000,SIGN,1738627200000,3,{A035451C-3851-4E54-A4C9-4BBC7FE433FF},,,HNAM,1769178803000,2025/02/04
134,C00173253,2807 LOWER WETUMPKA RD,Abandoned/Obsolete Sign,04 09 32 2 008 001.000,SIGN,1738627200000,3,{2B3809EE-A18F-458B-9D07-C737DAA92E3C},,,HNAM,1769178803000,2025/02/04
135,C00173254,2421 LOWER WETUMPKA RD,Abandoned/Obsolete Sign2 SIGNS,04 09 32 3 004 034.000,SIGN,1738627200000,3,{111664FB-5BAD-4A62-B037-E2D4C54FE03F},,,HNAM,1769178803000,2025/02/04
136,C00173255,2101 LOWER WETUMPKA RD,Abandoned/Obsolete Sign,10 03 06 1 001 002.000,SIGN,1738627200000,3,{E6A99825-7912-49BD-9C7C-FCAAB7DCB537},,,HNAM,1769178803000,2025/02/04
137,C00172585,29 LORAINE ST,"Junk Vehicles, Litter, Junk, Trash, Overgrown Grass, WeedsRemove Wrecked Inoperable Vehicle Along The Side Of The Fence",11 05 16 4 006 002.000,NUISANCE,1740096000000,4,{928E308F-6D76-4472-B20A-DBD6036EB9DF},,,HNAM,1769178803000,2025/02/21
138,C00172999,2719 WOODLEY RD,"Litter, Junk, Trash, Overgrown Grass, Weeds",10 08 28 3 002 017.000,NUISANCE,1740096000000,5,{CD678A80-4214-4D7C-A26D-B2CC05F4EEDD},,,HNAM,1769178803000,2025/02/21
139,C00173024,2615 E SOUTH BLVD,"Junk Vehicles, Litter, Junk, Trash, Overgrown GrassGrey Burned Car Grey Car Tan Suv Tan Car",10 08 34 2 002 026.000,NUISANCE,1740096000000,5,{30883787-EA9A-4F63-85BB-B9848ECD1413},,,HNAM,1769178803000,2025/02/21
140,C00173061,55 PICKETT ST,"Debris, Litter, Junk, TrashRemove All Scattered Debris Including Tent From Property",04 09 29 3 011 023.000,NUISANCE,1740096000000,3,{9F96349A-DF26-40B4-A8F7-BCE3E4A47001},,,HNAM,1769178803000,2025/02/21
141,C00173026,1728 MT MEIGS RD,"Debris, Litter, Junk, TrashAll At Back Of Building All Needs To Be Cleaned Up.",10 03 08 3 014 001.000,NUISANCE,1740096000000,3,{375E30D4-C09B-4336-B8DE-EA2E136CA577},,,HNAM,1769178803000,2025/02/21
142,C00173078,2833 CREATIVE ST,"Debris, Litter, Junk, TrashRemove All Scattered Debris From All Over Property Including Front, Sides And Rear",04 09 32 2 009 014.000,NUISANCE,1740096000000,3,{92EDAAA8-9F2C-4B80-95D2-C59958A2D180},,,HNAM,1769178803000,2025/02/21
143,C00173091,221 GARDENDALE DR,Overgrown GrassCut/Clean Along Fence And On Property,04 09 32 1 009 015.000,NUISANCE,1740096000000,3,{FB2D895E-13AE-4EEB-9885-57BE7C3C9073},,,HNAM,1769178803000,2025/02/21
144,C00173102,241 GARDENDALE DR,"Debris, Litter, Junk, Trash, Tree LimbsRemove Debris From Curb/Call Sanitation 3346252751 For Pickup",04 09 32 1 009 020.000,NUISANCE,1740096000000,3,{D90BCEC0-EA10-48C5-B98B-533E720DBBE5},,,HNAM,1769178803000,2025/02/21
145,C00173108,307 GARDENDALE DR,"Debris, Junk Vehicles, Litter, Junk, TrashRemove All Scattered From The Front Porch Area 2 Sedans Rear Property",04 09 32 1 024 016.000,NUISANCE,1740096000000,3,{7CA8B74C-AB4B-436C-9BCC-2135CD09E9DA},,,HNAM,1769178803000,2025/02/21
146,C00173112,314 GARDENDALE DR,"Debris, Litter, Junk, TrashRemove All Scattered Debris From All Over Property Including Rear Front And Sides Of Structure.",04 09 32 1 025 011.000,NUISANCE,1740096000000,3,{AD2CB77C-5A46-4842-B773-9CB2CA6E4D5E},,,HNAM,1769178803000,2025/02/21
147,C00173113,318 GARDENDALE DR,"Debris, Litter, Junk, TrashRemove All Scattered Debris From Property",04 09 32 1 025 010.000,NUISANCE,1740096000000,3,{7AC6CF35-43D6-42F5-8518-9488A1F61435},,,HNAM,1769178803000,2025/02/21
148,C00173114,322 GARDENDALE DR,"Bldg. Material, Debris, Junk Vehicles, Litter, Junk, TrashRemove Debris From The Sides Of The Structure Wrecked Vehicle Behind Fence",04 09 32 1 025 009.000,NUISANCE,1740096000000,3,{608BB6D2-FCE3-418A-B3AD-289DEE2634ED},,,HNAM,1769178803000,2025/02/21
149,C00173120,334 GARDENDALE DR,"Debris, Litter, Junk, Trash, TiresRemove All Scattered Debris/Tires From Property",04 09 32 1 025 006.000,NUISANCE,1740096000000,3,{DE4D728C-1DC0-4F17-A48D-6A400D13DC87},,,HNAM,1769178803000,2025/02/21
150,C00173131,355 GARDENDALE DR,"Appliances, Debris, Junk VehiclesRemove Appliance From Rear Property. Sedan Driveway",04 09 32 1 024 028.000,NUISANCE,1740096000000,3,{EE2B9CED-8A9A-4C73-9044-371C58C514F6},,,HNAM,1769178803000,2025/02/21
151,C00173137,423 GARDENDALE DR,"Debris, Litter, Junk, Trash, Tree LimbsRemove Fallen/Downed Tree Limbs From Property",04 09 32 1 023 023.000,NUISANCE,1740096000000,3,{7131EEC2-3B2B-4471-A364-BA0F69AA969C},,,HNAM,1769178803000,2025/02/21
152,C00173146,459 GARDENDALE DR,"Debris, Litter, Junk, Trash, Tree ViolationRemove Down Tree Limbs From Rear Of Property And Building Material From Front Pporch",04 09 32 1 023 032.000,NUISANCE,1740096000000,3,{AD6E5B4E-7DC0-4E19-A0CE-252116A564D6},,,HNAM,1769178803000,2025/02/21
153,C00173194,44 GARDEN ST,"Debris, Litter, Junk, TrashRemove All Scattered Debris Including Tent From Front Porch/Property",04 09 32 2 005 006.000,NUISANCE,1740096000000,3,{31EA8893-D9F5-45D7-AADD-90D353B42FD2},,,HNAM,1769178803000,2025/02/21
154,C00173211,2057 COMMODORE ST,"Tree Limbs, Tree Violation",10 04 20 1 009 008.000,NUISANCE,1740096000000,7,{CB8BA96A-D66A-4F70-9863-4B03C0FFE90C},,,HNAM,1769178803000,2025/02/21
155,C00173220,1230 GREGORY AVE,"Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",10 09 29 2 012 005.000,NUISANCE,1740096000000,7,{910E3239-5BE2-4458-AFE4-760EA5B9F9E9},,,HNAM,1769178803000,2025/02/21
156,C00173223,5060 WOODLEY RD,"Debris, Junk Vehicles, Overgrown GrassRemove Down Tree Limb On Front And All Inoperable Vehicles On Property",15 01 11 2 002 001.002,NUISANCE,1740096000000,6,{912323C8-3A4B-4945-BF92-4FA0457238F2},,,HNAM,1769178803000,2025/02/21
157,C00173229,3619 PLEASANT RIDGE RD,"Appliances, Bldg. Material, Furniture, Litter, Junk, Trash, Overgrown Grass, WeedsFront And Back Yard All Needs To Be Cleaned Up.",10 02 10 3 005 018.000,NUISANCE,1740096000000,1,{EDE3788F-5524-474A-9543-6B60946B025F},,,HNAM,1769178803000,2025/02/21
158,C00173245,1507 DUNBAR ST,"Auto Parts, Junk Vehicles, Litter, Junk, TrashGray Chevy Silverado, Silver Honda Accord, Burgundy Honda Accord, Black Chevy Impala",10 04 18 4 012 002.000,NUISANCE,1740096000000,7,{A71F9FA3-E156-4DE0-8FD7-5184E7939BE4},,,HNAM,1769178803000,2025/02/21
159,C00173287,2023 REXFORD RD,"Debris, FurnitureRemove Debris/Furniture From Rear Of The Property",10 07 25 2 003 007.006,NUISANCE,1740096000000,8,{0836740B-234F-4D54-A300-688B5B39B5DF},,,HNAM,1769178803000,2025/02/21
160,C00173293,2217 BRIAR GATE DR,"Debris, Furniture, Litter, Junk, TrashRemove Debris/Building Materials From Curb/Call 334-625-2751 Sanitation For Pick Up",09 09 30 3 005 038.019,NUISANCE,1740096000000,8,{D60C454F-C574-4CE0-B326-A08A3377DC30},,,HNAM,1769178803000,2025/02/21
161,C00173303,621 ANN ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Tree Violation, Weeds",10 05 16 2 002 013.001,NUISANCE,1740096000000,1,{80C6F1B5-62F6-4C04-9132-050D59536109},,,HNAM,1769178803000,2025/02/21
162,C00173322,700 ALEXANDER ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Tree Violation, Weeds",11 06 24 2 024 026.000,NUISANCE,1740096000000,7,{AF15F786-0F4A-4D40-83C3-CD4C7ACA21BB},,,HNAM,1769178803000,2025/02/21
163,C00173318,4058 KEATING DR,"Debris, Junk Vehicles, Litter, Junk, TrashRemove Wrecked/Inoperable Vehicle From Rear Property",04 09 32 1 002 002.000,NUISANCE,1740096000000,3,{0C489045-EA7C-4F6D-9C91-C0140236CA21},,,HNAM,1769178803000,2025/02/21
164,C00173323,MALVERN ST,,11 06 24 2 012 002.000,NUISANCE,1740096000000,7,{0F0B21A8-E486-435C-A4E2-A74BCA43CECA},,,HNAM,1769178803000,2025/02/21
165,C00173343,625 ERSKINE ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Tree Violation, Weeds",11 06 24 2 014 003.000,NUISANCE,1740096000000,7,{BCD061E5-AF89-42B5-855E-740C3514226D},,,HNAM,1769178803000,2025/02/21
166,C00173344,637 ERSKINE ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Tree Violation, Weeds",11 06 24 2 014 004.000,NUISANCE,1740096000000,7,{762F7DE6-4C7D-40E4-82DA-F7EE6D88CA79},,,HNAM,1769178803000,2025/02/21
167,C00173347,1936 ROSA L PARKS AV,"Debris, Litter, Junk, Trash",11 06 24 2 012 001.002,NUISANCE,1740096000000,7,{2D0228A2-7A10-4929-A012-3C22D3FE8FD1},,,HNAM,1769178803000,2025/02/21
168,C00173348,40 SOUTHMONT DR,"Bldg. Material, Debris, Litter, Junk, Trash, Overgrown Grass, Tires, Tree Limbs, WeedsThe Entire Parcel Needs To Be Cut And Cleaned And Rid Of All Junk And Debris",11 07 25 4 012 041.000,NUISANCE,1740096000000,4,{B3BABA2E-FB5F-4DCE-A3A9-21A92716C20D},,,HNAM,1769178803000,2025/02/21
169,C00173349,44 SOUTHMONT DR,"Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Tree Violation, Weeds, WOODENTIRE PARCEL NEEDS TO BE CUT AND CLEANED  AND ALSO SHED AND LARGE TRASH PILE IN BACK NEED TO BE REMOVED",11 07 25 4 012 042.000,NUISANCE,1740096000000,4,{33FAE7E9-B21A-4943-B01D-80CDBA06815D},,,HNAM,1769178803000,2025/02/21
170,C00173351,650 MALVERN ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Tree Violation, Weeds",11 06 24 2 013 009.000,NUISANCE,1740096000000,7,{D666699F-E2F9-42C9-99E0-0BE021DFC20E},,,HNAM,1769178803000,2025/02/21
171,C00173357,4412 GATEWAY DR,"Debris, Junk Vehicles, Litter, Junk, TrashRemove All Inoperable Vehicles, Scattered Debris Along With Auto Parts",14 03 05 1 011 003.000,NUISANCE,1740096000000,4,{C0346134-7567-4903-A2B7-052917E32D12},,,HNAM,1769178803000,2025/02/21
172,C00173369,3431 DUFF ST,"Junk Vehicles, Litter, Junk, Trash, Overgrown Grass2 White Pu Trucks1 Blue Mustang1 White 4 Door Car1 Black 4 Door Car1 Tan Ford Suvit Is The Assumption That These Vehicles Do Not Run And Are Being Deemed Junk Vehicles.  All Vehicles On Lot Must Operate U",11 08 28 1 004 022.000,NUISANCE,1740096000000,4,{3F71DE5E-ECD0-4F06-88D2-46CA7D21F9FE},,,HNAM,1769178803000,2025/02/21
173,C00173375,3309 COTTONWOOD DR,"Appliances, Debris, Furniture, Litter, Junk, TrashAll In Front Yard",10 02 09 4 002 002.000,NUISANCE,1740096000000,1,{0B42F7E8-BFF1-4DF0-950D-71E0B012EB8E},,,HNAM,1769178803000,2025/02/21
174,C00173379,1212 PONDCYPRESS DR,"Appliances, Auto Parts, Bldg. Material, Carpet, Debris, Furniture, Junk Vehicles, Litter, Junk, Trash, Overgrown Grass, Tires, Tree Limbs, Weeds, Wood",05 09 31 1 000 001.036,NUISANCE,1740096000000,2,{FB824076-B733-491D-A829-4A61BFC878F7},,,HNAM,1769178803000,2025/02/21
175,C00173383,526 WAKEFIELD DR,"Bldg. Material, Debris, Litter, Junk, Trash, Tires",10 02 03 4 004 078.000,NUISANCE,1740096000000,2,{4675C43A-8A57-41D4-9BDB-C89715D4A0FA},,,HNAM,1769178803000,2025/02/21
176,C00173384,1280 EASTERN BLVD,"Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Tree Violation, Weeds",10 06 13 3 000 007.002,NUISANCE,1740096000000,5,{278E0157-F907-4D99-9A54-544B9856F0BD},,,HNAM,1769178803000,2025/02/21
177,C00173393,962 HANOVER DR,"Auto Parts, Bldg. Material, Carpet, Debris, Furniture, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds, Wood",10 02 04 1 006 003.000,NUISANCE,1740096000000,2,{30C9713C-40AC-4BD7-93F1-FE7ADDC8212F},,,HNAM,1769178803000,2025/02/21
178,C00173394,5904 CARMEL DR,"Auto Parts, Junk VehiclesRed Car",09 03 07 3 000 007.070,NUISANCE,1740096000000,9,{BB72C0E5-8E31-4E72-AD37-D37C9CDDB888},,,HNAM,1769178803000,2025/02/21
179,C00173398,4008 AMBERLY RD,"Debris, Junk Vehicles, Litter, Junk, TrashRemove All Wrecked Inoperable Vehicles, Scattered Debris Old Parts",15 01 02 3 004 015.000,NUISANCE,1740096000000,6,{544F8E14-C53C-4A76-8872-A8D0ACC2835B},,,HNAM,1769178803000,2025/02/21
180,C00173402,324 BOYCE ST,"Debris, Litter, Junk, Trash, Overgrown Grass, WeedsCut All The Way To The Back Of The Lot Also At Cut In The Fence In Area Also.",10 03 08 3 014 002.000,NUISANCE,1740096000000,3,{58ED2BF3-1689-455F-A8D1-9A69DB3DD3AB},,,HNAM,1769178803000,2025/02/21
181,C00173406,332 COLUMBIA AVE,"Debris, Litter, Junk, Trash, Overgrown Grass, WeedsRemove All Excessive Overgrowth",11 06 13 4 004 026.000,NUISANCE,1740096000000,7,{848E6E27-D0CD-49B7-A0DE-ED33C454534E},,,HNAM,1769178803000,2025/02/21
182,C00173407,336 COLUMBIA AVE,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 13 4 004 025.000,NUISANCE,1740096000000,7,{663E3768-B045-47F5-89E8-1455DFDD69D7},,,HNAM,1769178803000,2025/02/21
183,C00173408,344 COLUMBIA AVE,"Litter, Junk, Trash, Overgrown Grass, WeedsRemove Pile Of Tree Limbs And Debris From Curb",11 06 13 4 004 023.000,NUISANCE,1740096000000,7,{7936C193-F458-4F2E-BD52-1DB84E37BEE5},,,HNAM,1769178803000,2025/02/21
184,C00173410,410 COLUMBIA AVE,"Litter, Junk, Trash, Overgrown Grass, WeedsRemove Excessive Overgrowth Near Curb",11 06 13 4 004 018.000,NUISANCE,1740096000000,7,{071706AA-5E8A-47E4-AC9D-6B74617CCDD2},,,HNAM,1769178803000,2025/02/21
185,C00173411,2304 OVERHILL RD,"Auto Parts, Bldg. Material, Debris, Litter, Junk, TrashRemove All Scattered Debris Over Entire Property Including Front And Rear",10 08 33 3 004 004.000,NUISANCE,1740096000000,6,{E92B9D60-497C-4FF4-BEB9-484BBED88E16},,,HNAM,1769178803000,2025/02/21
186,C00173413,3845 CHATWOOD ST,"Auto Parts, Bldg. Material, Debris, Junk Vehicles, Litter, Junk, Trash, Overgrown Grass, WeedsRemove All Scattered Debris From Front And Rear Property Including All Wrecked/Inoperable Vehicles",15 02 03 3 002 006.000,NUISANCE,1740096000000,6,{DE737FCE-B8E0-433F-A1CD-607C2C4915F6},,,HNAM,1769178803000,2025/02/21
